TF	weighted_meanDifference	weighted_CD	TFBS	weighted_Tstat	variance	pvalue	Cohend_factor	pvalueAdj	median.cor.tfs	classification_q0.1	classification_q0.05	classification_q0.01	classification_q0.001	classification_distr_rawP	classification_q0.1_final	classification_q0.05_final	classification_q0.01_final	classification_q0.001_final
MA1121.1	-0.0447	0.0902	8140	NaN	NA	0.0769230769230769	1	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1122.1	-0.00809	0.0287	15053	NaN	NA	0.0769230769230769	1	0.0846848934198332	-0.0838108336598673	repressor	repressor	repressor	undetermined	0.000000000000000000000000000000000000000000000000000000000440574313895918	repressor	repressor	repressor	undetermined
MA1123.2	0.0383	0.0719	3710	NaN	NA	0.0769230769230769	1	0.0846848934198332	0.328562145884662	activator	activator	activator	activator	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000317232727777944	activator	activator	activator	activator
MA1124.1	0.0343	0.0628	3970	NaN	NA	0.0769230769230769	1	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1125.1	0.141	0.272	2054	NaN	NA	0.0769230769230769	2	0.0846848934198332	0.196373978813839	activator	activator	activator	activator	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000493943401739045	activator	activator	activator	activator
MA1126.1	-0.145	0.285	4259	NaN	NA	0.0769230769230769	2	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1127.1	-0.172	0.342	3957	NaN	NA	0.0769230769230769	2	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1128.1	-0.153	0.292	8900	NaN	NA	0.0769230769230769	2	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1129.1	-0.205	0.41	2527	NaN	NA	0.0769230769230769	2	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1130.1	-0.157	0.301	8435	NaN	NA	0.0769230769230769	2	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1131.1	-0.18	0.354	4367	NaN	NA	0.0769230769230769	2	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1132.1	-0.137	0.258	6250	NaN	NA	0.0769230769230769	2	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1133.1	-0.157	0.313	4260	NaN	NA	0.0769230769230769	2	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1134.1	-0.205	0.387	4120	NaN	NA	0.0769230769230769	2	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1135.1	-0.197	0.373	4070	NaN	NA	0.0769230769230769	2	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1136.1	-0.149	0.297	4764	NaN	NA	0.0769230769230769	2	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1137.1	-0.161	0.307	7878	NaN	NA	0.0769230769230769	2	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1138.1	-0.198	0.374	3643	NaN	NA	0.0769230769230769	2	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1139.1	-0.204	0.404	2899	NaN	NA	0.0769230769230769	2	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1140.2	-0.151	0.298	5636	NaN	NA	0.0769230769230769	2	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1141.1	-0.15	0.287	9314	NaN	NA	0.0769230769230769	2	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1142.1	-0.151	0.288	6821	NaN	NA	0.0769230769230769	2	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1143.1	-0.106	0.215	5849	NaN	NA	0.0769230769230769	2	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1144.1	-0.195	0.37	4048	NaN	NA	0.0769230769230769	2	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1145.1	-0.171	0.339	4551	NaN	NA	0.0769230769230769	2	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1146.1	0.00685	0.0703	5622	NaN	NA	0.0769230769230769	1	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1147.1	0.0254	0.104	5677	NaN	NA	0.0769230769230769	2	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1148.1	-0.0259	0.0477	5213	NaN	NA	0.0769230769230769	1	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1149.1	-0.00853	0.117	8179	NaN	NA	0.0769230769230769	2	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1150.1	-0.0124	0.0343	5292	NaN	NA	0.0769230769230769	1	0.0846848934198332	-0.0184971763252196	undetermined	undetermined	undetermined	undetermined	0.999999999999999	undetermined	undetermined	undetermined	undetermined
MA1151.1	0.0438	0.0832	4641	NaN	NA	0.0769230769230769	1	0.0846848934198332	-0.0794835855505255	repressor	repressor	undetermined	undetermined	0.0000000256098930389486	repressor	repressor	undetermined	undetermined
MA1152.1	0.0698	0.128	2819	NaN	NA	0.0769230769230769	2	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1153.1	0.0693	0.125	1012	NaN	NA	0.0769230769230769	2	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1154.1	0.074	0.142	4506	NaN	NA	0.0769230769230769	2	0.0846848934198332	-0.0501841854360284	undetermined	undetermined	undetermined	undetermined	0.000000000000000000521730589483595	undetermined	undetermined	undetermined	undetermined
MA1155.1	0.00982	0.0228	6675	NaN	NA	0.0769230769230769	1	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1418.1	0.0624	0.12	3172	NaN	NA	0.0769230769230769	2	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1419.1	0.074	0.139	4615	NaN	NA	0.0769230769230769	2	0.0846848934198332	0.000637647245290751	undetermined	undetermined	undetermined	undetermined	0.0000000000000000000000000000000000549594845406515	undetermined	undetermined	undetermined	undetermined
MA1420.1	0.0824	0.16	4513	NaN	NA	0.0769230769230769	2	0.0846848934198332	-0.00114051719992273	undetermined	undetermined	undetermined	undetermined	0.943391732552611	undetermined	undetermined	undetermined	undetermined
MA1421.1	-0.0101	0.0292	5390	NaN	NA	0.0769230769230769	1	0.0846848934198332	-0.135140207013865	repressor	repressor	repressor	repressor	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000141752081829366	repressor	repressor	repressor	repressor
MA1463.1	0.0257	0.0464	3477	NaN	NA	0.0769230769230769	1	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1464.1	-0.0625	0.132	6112	NaN	NA	0.0769230769230769	2	0.0846848934198332	-0.0431294292814695	undetermined	undetermined	undetermined	undetermined	0.076707544774757	undetermined	undetermined	undetermined	undetermined
MA1466.1	-0.04	0.078	9479	NaN	NA	0.0769230769230769	1	0.0846848934198332	0.0436749360306322	activator	activator	undetermined	undetermined	0.000000000000000000000000713678691591147	activator	activator	undetermined	undetermined
MA1467.1	0.00893	0.0329	5430	NaN	NA	0.0769230769230769	1	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1468.1	0.0352	0.081	2056	NaN	NA	0.0769230769230769	1	0.0846848934198332	-0.00911033586834824	undetermined	undetermined	undetermined	undetermined	0.98647354847072	undetermined	undetermined	undetermined	undetermined
MA1470.1	-0.0372	0.0757	3119	NaN	NA	0.0769230769230769	1	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1471.1	0.0949	0.177	2090	NaN	NA	0.0769230769230769	2	0.0846848934198332	-0.118233875336721	repressor	repressor	repressor	repressor	0.0000000000000000000000000000860086145298829	repressor	repressor	repressor	repressor
MA1472.1	0.0177	0.0349	5129	NaN	NA	0.0769230769230769	1	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1473.1	0.122	0.226	2731	NaN	NA	0.0769230769230769	2	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1474.1	-0.0536	0.112	8067	NaN	NA	0.0769230769230769	2	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1475.1	-0.142	0.288	5427	NaN	NA	0.0769230769230769	2	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1476.1	-0.042	0.0812	5526	NaN	NA	0.0769230769230769	1	0.0846848934198332	-0.0601002139606073	repressor	undetermined	undetermined	undetermined	0.0000000000000000000000000000000000000035840246719641	repressor	undetermined	undetermined	undetermined
MA1478.1	0.108	0.195	1672	NaN	NA	0.0769230769230769	2	0.0846848934198332	-0.0559178195548111	undetermined	undetermined	undetermined	undetermined	0.588827006168135	undetermined	undetermined	undetermined	undetermined
MA1479.1	0.0721	0.128	1649	NaN	NA	0.0769230769230769	2	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1480.1	-0.0477	0.0898	5211	NaN	NA	0.0769230769230769	1	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1481.1	-0.038	0.083	2476	NaN	NA	0.0769230769230769	1	0.0846848934198332	-0.141463663333646	repressor	repressor	repressor	repressor	0.000000000000000000000000000000272517409273431	repressor	repressor	repressor	repressor
MA1483.1	-0.0149	0.16	7660	NaN	NA	0.0769230769230769	2	0.0846848934198332	0.0687538030690032	activator	activator	activator	undetermined	0.0000000000000000000000000000000477968219752843	activator	activator	activator	undetermined
MA1484.1	-0.0071	0.123	10463	NaN	NA	0.230769230769231	2	0.245192307692308	-0.0567476738762321	undetermined	undetermined	undetermined	undetermined	0.00321956439113356	undetermined	undetermined	undetermined	undetermined
MA1485.1	0.0067	0.0592	8675	NaN	NA	0.0769230769230769	1	0.0846848934198332	-0.0371937279541602	undetermined	undetermined	undetermined	undetermined	0.000000000119171382838611	undetermined	undetermined	undetermined	undetermined
MA1487.1	0.0263	0.0484	5059	NaN	NA	0.0769230769230769	1	0.0846848934198332	-0.0163511711380899	undetermined	undetermined	undetermined	undetermined	0.992976275366794	undetermined	undetermined	undetermined	undetermined
MA1489.1	0.0248	0.0598	3121	NaN	NA	0.0769230769230769	1	0.0846848934198332	0.034457406853654	activator	undetermined	undetermined	undetermined	0.000427753789789223	activator	undetermined	undetermined	undetermined
MA1491.1	0.0529	0.113	9120	NaN	NA	0.0769230769230769	2	0.0846848934198332	-0.101066339928292	repressor	repressor	repressor	repressor	0.000000597729760342701	repressor	repressor	repressor	repressor
MA1493.1	0.00599	0.0341	5906	NaN	NA	0.0769230769230769	1	0.0846848934198332	0.028102424255508	activator	undetermined	undetermined	undetermined	0.633026637504381	undetermined	undetermined	undetermined	undetermined
MA1494.1	-0.00852	0.0259	7957	NaN	NA	0.0769230769230769	1	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1495.1	-0.0254	0.0472	1266	NaN	NA	0.0769230769230769	1	0.0846848934198332	-0.0601815032195964	repressor	undetermined	undetermined	undetermined	0.554870777579242	undetermined	undetermined	undetermined	undetermined
MA1496.1	-0.0437	0.084	3121	NaN	NA	0.0769230769230769	1	0.0846848934198332	-0.0272574240165356	undetermined	undetermined	undetermined	undetermined	0.234432066401958	undetermined	undetermined	undetermined	undetermined
MA1497.1	-0.00531	0.015	4937	NaN	NA	0.230769230769231	1	0.245192307692308	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1498.1	-0.0148	0.0308	3974	NaN	NA	0.0769230769230769	1	0.0846848934198332	-0.0675543284395562	repressor	repressor	undetermined	undetermined	0.067444051819275	undetermined	undetermined	undetermined	undetermined
MA1499.1	-0.0339	0.0696	3220	NaN	NA	0.0769230769230769	1	0.0846848934198332	-0.056970902904499	undetermined	undetermined	undetermined	undetermined	0.00119428459025931	undetermined	undetermined	undetermined	undetermined
MA1500.1	0.0387	0.0736	5095	NaN	NA	0.0769230769230769	1	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1501.1	-0.0285	0.0591	5971	NaN	NA	0.0769230769230769	1	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1502.1	-0.0148	0.0308	3974	NaN	NA	0.0769230769230769	1	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1503.1	0.117	0.214	1766	NaN	NA	0.0769230769230769	2	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1504.1	-0.00792	0.0281	4566	NaN	NA	0.0769230769230769	1	0.0846848934198332	-0.0220558956025438	undetermined	undetermined	undetermined	undetermined	0.999997824036507	undetermined	undetermined	undetermined	undetermined
MA1505.1	-0.0391	0.0726	3732	NaN	NA	0.0769230769230769	1	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1506.1	0.115	0.212	1858	NaN	NA	0.0769230769230769	2	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1507.1	-0.0339	0.0696	3220	NaN	NA	0.0769230769230769	1	0.0846848934198332	-0.0134570519404623	undetermined	undetermined	undetermined	undetermined	0.999998213215048	undetermined	undetermined	undetermined	undetermined
MA1508.1	0.0487	0.0984	5526	NaN	NA	0.0769230769230769	1	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1509.1	0.0852	0.167	3506	NaN	NA	0.0769230769230769	2	0.0846848934198332	-0.0727358115932053	repressor	repressor	undetermined	undetermined	0.0181932019718378	repressor	repressor	undetermined	undetermined
MA1511.1	-0.0719	0.15	9323	NaN	NA	0.0769230769230769	2	0.0846848934198332	-0.052959052904924	undetermined	undetermined	undetermined	undetermined	0.000744674395618742	undetermined	undetermined	undetermined	undetermined
MA1512.1	-0.0676	0.142	10445	NaN	NA	0.0769230769230769	2	0.0846848934198332	-0.093021739909519	repressor	repressor	repressor	repressor	0.00000000000000000000000000000000000000000000000000000000000122472406509884	repressor	repressor	repressor	repressor
MA1513.1	-0.0504	0.107	13998	NaN	NA	0.0769230769230769	2	0.0846848934198332	0.000860824060297955	undetermined	undetermined	undetermined	undetermined	0.000000000000000000000000000000000000000000000000845495327666827	undetermined	undetermined	undetermined	undetermined
MA1514.1	0.0232	0.0464	8784	NaN	NA	0.0769230769230769	1	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1515.1	-0.0484	0.107	12022	NaN	NA	0.0769230769230769	2	0.0846848934198332	0.117206336260607	activator	activator	activator	activator	0.000000000000000000000000000000000000000000000000000000000000000000000000000319802221724386	activator	activator	activator	activator
MA1516.1	-0.0287	0.0595	15922	NaN	NA	0.0769230769230769	1	0.0846848934198332	0.0184215719936949	undetermined	undetermined	undetermined	undetermined	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000428839556929114	undetermined	undetermined	undetermined	undetermined
MA1517.1	-0.0863	0.18	8712	NaN	NA	0.0769230769230769	2	0.0846848934198332	0.146284367442022	activator	activator	activator	activator	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000782492025600587	activator	activator	activator	activator
MA1518.1	-0.0365	0.0699	4839	NaN	NA	0.0769230769230769	1	0.0846848934198332	-0.0610064715107861	repressor	undetermined	undetermined	undetermined	0.116848239256218	undetermined	undetermined	undetermined	undetermined
MA1519.1	0.0517	0.0936	5075	NaN	NA	0.0769230769230769	1	0.0846848934198332	-0.0960451931260024	repressor	repressor	repressor	repressor	0.00000763817637303476	repressor	repressor	repressor	repressor
MA1520.1	-0.0181	0.0487	5534	NaN	NA	0.0769230769230769	1	0.0846848934198332	-0.0387578278126209	undetermined	undetermined	undetermined	undetermined	0.000000000067470533844555	undetermined	undetermined	undetermined	undetermined
MA1521.1	-0.0243	0.0668	6961	NaN	NA	0.0769230769230769	1	0.0846848934198332	-0.0277922856531024	undetermined	undetermined	undetermined	undetermined	0.676107114680889	undetermined	undetermined	undetermined	undetermined
MA1522.1	0.0342	0.0688	8328	NaN	NA	0.0769230769230769	1	0.0846848934198332	-0.00940384452460014	undetermined	undetermined	undetermined	undetermined	0.000317922633715304	undetermined	undetermined	undetermined	undetermined
MA1523.1	0.0236	0.0616	5114	NaN	NA	0.0769230769230769	1	0.0846848934198332	-0.058376385924348	repressor	undetermined	undetermined	undetermined	0.00454446095609114	repressor	undetermined	undetermined	undetermined
MA1524.1	0.0285	0.065	4906	NaN	NA	0.0769230769230769	1	0.0846848934198332	-0.0824068230707915	repressor	repressor	repressor	undetermined	0.00392333284076284	repressor	repressor	repressor	undetermined
MA1525.1	0.0493	0.0925	2449	NaN	NA	0.0769230769230769	1	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1527.1	0.0408	0.084	6457	NaN	NA	0.0769230769230769	1	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1528.1	0.0539	0.115	7782	NaN	NA	0.0769230769230769	2	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1529.1	0.0223	0.0666	8657	NaN	NA	0.0769230769230769	1	0.0846848934198332	-0.0326680363887445	undetermined	undetermined	undetermined	undetermined	0.0000405571015287789	undetermined	undetermined	undetermined	undetermined
MA1530.1	0.0555	0.107	2971	NaN	NA	0.0769230769230769	2	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1531.1	-0.00767	0.0666	5937	NaN	NA	0.0769230769230769	1	0.0846848934198332	-0.0538330574252334	undetermined	undetermined	undetermined	undetermined	0.000000000000266351855094624	undetermined	undetermined	undetermined	undetermined
MA1532.1	-0.0102	0.0548	5236	NaN	NA	0.0769230769230769	1	0.0846848934198332	-0.082691539776824	repressor	repressor	repressor	undetermined	0.978310329449697	undetermined	undetermined	undetermined	undetermined
MA1533.1	0.0172	0.062	8050	NaN	NA	0.0769230769230769	1	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1534.1	0.0573	0.105	3827	NaN	NA	0.0769230769230769	2	0.0846848934198332	-0.251895714243939	repressor	repressor	repressor	repressor	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000597748745101928	repressor	repressor	repressor	repressor
MA1535.1	-0.0217	0.0502	7260	NaN	NA	0.0769230769230769	1	0.0846848934198332	-0.0523710409734279	undetermined	undetermined	undetermined	undetermined	0.000312544231391764	undetermined	undetermined	undetermined	undetermined
MA1536.1	-0.035	0.0849	6083	NaN	NA	0.0769230769230769	1	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1537.1	-0.0535	0.107	6586	NaN	NA	0.0769230769230769	2	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1538.1	-0.0112	0.0643	6188	NaN	NA	0.0769230769230769	1	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1539.1	0.0079	0.0776	5328	NaN	NA	0.0769230769230769	1	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1540.1	0.0593	0.134	2725	NaN	NA	0.0769230769230769	2	0.0846848934198332	-0.0529303676787021	undetermined	undetermined	undetermined	undetermined	0.0000000000000170472349573372	undetermined	undetermined	undetermined	undetermined
MA1541.1	0.0377	0.0781	2716	NaN	NA	0.0769230769230769	1	0.0846848934198332	-0.231847868329831	repressor	repressor	repressor	repressor	0.000000000000000000000000000000000000000000000000000000000000000102103615822208	repressor	repressor	repressor	repressor
MA1542.1	0.0538	0.103	6947	NaN	NA	0.0769230769230769	2	0.0846848934198332	-0.0608597352245278	repressor	undetermined	undetermined	undetermined	0.00261456753039538	repressor	undetermined	undetermined	undetermined
MA1544.1	0.0755	0.148	2373	NaN	NA	0.0769230769230769	2	0.0846848934198332	-0.0438329648503122	undetermined	undetermined	undetermined	undetermined	0.0000000000000203288084416908	undetermined	undetermined	undetermined	undetermined
MA1545.1	0.0715	0.142	2559	NaN	NA	0.0769230769230769	2	0.0846848934198332	-0.109851477075481	repressor	repressor	repressor	repressor	0.0000373720794622443	repressor	repressor	repressor	repressor
MA1546.1	-0.00576	0.0191	6433	NaN	NA	0.0769230769230769	1	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1547.1	-0.064	0.124	4421	NaN	NA	0.0769230769230769	2	0.0846848934198332	-0.120710090648367	repressor	repressor	repressor	repressor	0.00000000000000000000000000000000000000000403468244331705	repressor	repressor	repressor	repressor
MA1548.1	0.126	0.263	5118	NaN	NA	0.0769230769230769	2	0.0846848934198332	0.0547620910544661	activator	activator	undetermined	undetermined	0.0000000000959201406117526	activator	activator	undetermined	undetermined
MA1549.1	-0.00281	0.0267	3500	NaN	NA	0.769230769230769	1	0.782069113084412	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1550.1	-0.0555	0.102	5704	NaN	NA	0.0769230769230769	2	0.0846848934198332	0.0765417396106376	activator	activator	activator	undetermined	0.870780330057677	undetermined	undetermined	undetermined	undetermined
MA1552.1	-0.0276	0.0529	4830	NaN	NA	0.0769230769230769	1	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1553.1	-0.0296	0.056	4065	NaN	NA	0.0769230769230769	1	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1554.1	-0.0377	0.0746	7314	NaN	NA	0.0769230769230769	1	0.0846848934198332	-0.0378798626350334	undetermined	undetermined	undetermined	undetermined	0.790197961289059	undetermined	undetermined	undetermined	undetermined
MA1555.1	-0.0413	0.0785	5597	NaN	NA	0.0769230769230769	1	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1556.1	-0.0258	0.0468	7431	NaN	NA	0.0769230769230769	1	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1557.1	0.0235	0.0665	2843	NaN	NA	0.0769230769230769	1	0.0846848934198332	0.0708440581477868	activator	activator	activator	undetermined	0.00000000000000000102044672350746	activator	activator	activator	undetermined
MA1558.1	0.0109	0.101	8274	NaN	NA	0.307692307692308	2	0.322239365219308	-0.127345390051372	repressor	repressor	repressor	repressor	0.000000000000000000000000000000000000000000000000000000000000286807926588142	repressor	repressor	repressor	repressor
MA1559.1	0.0089	0.114	6421	NaN	NA	0.384615384615385	2	0.401075386810052	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1560.1	-0.00729	0.0386	5799	NaN	NA	0.0769230769230769	1	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1561.1	0.035	0.0893	4843	NaN	NA	0.0769230769230769	1	0.0846848934198332	NA	not-expressed	not-expressed	not-expressed	not-expressed	NA	not-expressed	not-expressed	not-expressed	not-expressed
MA1562.1	0.0103	0.0202	5235	NaN	NA	0.0769230769230769	1	0.0846848934198332	0.0226563892856779	undetermined	undetermined	undetermined	undetermined	0.00000000000000000000000000000000000000000000651203221972716	undetermined	undetermined	undetermined	undetermined
MA1563.1	-0.00853	0.03	8019	NaN	NA	0.0769230769230769	1	0.0846848934198332	-0.0331089978150934	undetermined	undetermined	undetermined	undetermined	0.00000252066984152651	undetermined	undetermined	undetermined	undetermined
MA1564.1	-0.0923	0.194	9196	NaN	NA	0.0769230769230769	2	0.0846848934198332	0.000471823981012584	undetermined	undetermined	undetermined	undetermined	0.0000774482511712704	undetermined	undetermined	undetermined	undetermined
MA1565.1	0.0392	0.0786	5710	NaN	NA	0.0769230769230769	1	0.0846848934198332	-0.0491871687352197	undetermined	undetermined	undetermined	undetermined	0.0000000000000136823261589169	undetermined	undetermined	undetermined	undetermined
MA1566.1	0.0194	0.0523	4133	NaN	NA	0.0769230769230769	1	0.0846848934198332	-0.0700905159951698	repressor	repressor	undetermined	undetermined	0.000000000000000128602696214264	repressor	repressor	undetermined	undetermined
MA1567.1	0.0417	0.0819	3263	NaN	NA	0.0769230769230769	1	0.0846848934198332	0.0188111922794931	undetermined	undetermined	undetermined	undetermined	0.0000000000000000267357966721197	undetermined	undetermined	undetermined	undetermined
